TradingName,Date
T/A: Oliver Hudson and Helen Hudson,2018-10-22
T/A: Thomas Stephenson,2018-10-22
T/A: Oliver Hudson and Helen Hudson,2018-10-23
T/A: J M & A E Wallbank & Sons,2018-10-23
T/A: FE & EM Murley and Sons,2018-10-23
J E John & Sons,2018-10-23
R & M Lougher & Sons,2018-10-23
T/A: W. O. J. Reed & Company Limited,2018-10-23
"M W, P R, P J & R J Lemmey",2018-10-23
J CORNISH & SONS,2018-10-23
J & P W Puddephatt,2018-10-23
J R NEWSHAM & SON,2018-10-23
J HOGGARTH & SONS,2018-10-23
M D CORNTHWAITE,2018-10-23
D W & R J Warren,2018-10-23
Mrs M K Manford & Partners,2018-10-23
G E Bebb & Sons,2018-10-23
D & N TAYLOR,2018-10-23
M D RAYMOND,2018-10-23
G S Davies & G M Davies & Sons,2018-10-23
Mrs E J Griffiths & J C Lewis,2018-10-23
MR J G BELLIS,2018-10-24
M R & W D HUGHES,2018-10-24
T/A: Hardwick Farms,2018-10-24
C G RAYMONT & PARTNERS,2018-10-24
OLD PLAW HATCH FARM LIMITED,2018-10-24
C W F HUGHES & SON,2018-10-24
W & P E GOSLING & SON LIMITED,2018-10-24
T/A: Edgar and Son,2018-10-24
E & W THRELFALL,2018-10-24
MR Mark Stevens,2018-10-24
C ROGERS,2018-10-24
C J A & L M CRIMP,2018-10-24
J D Hendy & Son,2018-10-24
S E J TAPP & SONS,2018-10-24
F R CHAVE & SON,2018-10-24
T/A: Mays Farm Ringmer,2018-10-24
T/A: AGM & Co,2018-10-24
R H WATKINS,2018-10-25
NORSWORTHY DAIRY GOATS,2018-10-25
Derek Burrough,2018-10-25
C E LAKE,2018-10-25
"J E, L M S & C Green",2018-10-25
Mr S R & Mrs D M Davies,2018-10-25
Mr A E & Mr L E Morgan,2018-10-25
S G & F G Davies,2018-10-26
T G ROBERTS A'I GWMNI,2018-10-26
T T & M WYNNE & SON,2018-10-26
N D GIBBS,2018-10-26
T/A: Radwood Hall Farm Limited,2018-10-26
R Mayer & Sons,2018-10-26
MR T P W Foster,2018-10-26
MESSRS T H HOLME,2018-10-26
J M & S M ADDISON,2018-10-26
J HODGSON & PARTNERS,2018-10-26
J & M L CLARK,2018-10-26
D R & H M  HORSLEY,2018-10-26
MARGARET & STEPHEN GREEN,2018-10-26
LOWER BARTON FARMS LTD,2018-10-26
T/A: R J & D J Clement,2018-10-26
Wayne T Jeffery,2018-10-29
W J & C C BOND,2018-10-29
OAK TREE COTTAGE,2018-10-29
James Mark Simpson,2018-10-29
MR & MRS S.J DUSTOW & SON,2018-10-29
MR J A & MRS E A RETALLICK,2018-10-29
E R & MRS I P WARD,2018-10-29
C M PHILLIPS,2018-10-29
M/S N R & S L OSBORNE,2018-10-29
Moo Moo Organic Dairy Farm Limited,2018-10-29
K A POOLE & SON,2018-10-29
BOYDELLS DAIRY FARM,2018-10-29
Messrs Cotton,2018-10-29
Garfield John Ltd,2018-10-29
A H Prichard & Son,2018-10-29
Garfield John Ltd,2018-10-29
"D J A, Mrs M S & R Phillips",2018-10-29
G R M SMITH,2018-10-29
J & P W Puddephatt,2018-10-30
J L & G J TWEDDLE,2018-10-30
"M W, P R, P J & R J Lemmey",2018-10-30
M/S H M MARTYN & CO.,2018-10-30
C C CLEAVE & SON,2018-10-30
R D & K J HARRIS,2018-10-30
P & A Cholwill,2018-10-30
EU & EV Godsell & Partners,2018-10-30
T H MACE & SONS,2018-10-30
T/A: Riddle Farm Partnership,2018-10-31
T/A: R W Vernon and Partners,2018-10-31
S A Ford & Partner,2018-10-31
M/S G A & G W STONE,2018-10-31
Mr M K J Reed & Son,2018-10-31
A H BROWN (HAYLING ISLAND) LTD,2018-10-31
Evans & Daughter,2018-10-31
THOMAS - GELLIGATROG,2018-10-31
H & A Williams,2018-10-31
E J & B M Thomas,2018-10-31
S T Jones & Co,2018-10-31
D I & C T Davies & Sons,2018-10-31
O M Davies & Sons Ltd,2018-10-31
"T/A: J H, A D & G H Morgan",2018-10-31
I & H L WILLIAMS,2018-10-31
The Goodwood Estate Company Ltd,2018-10-31
A R HALL & SONS,2018-11-01
"D J, M J & P W House",2018-11-01
M/S J C BROWN & SON,2018-11-01
"G, P & R SIMPSON",2018-11-01
D & I DYER,2018-11-01
MR A J & MRS E M PALMER,2018-11-01
T/A: Thuborough Farms Ltd,2018-11-01
H J GLESSING & SON,2018-11-01
T/A: Trenwood Farming Ltd,2018-11-01
T/A: Mileburne Charollais Ltd,2018-11-01
T/A: Farwood Barton Partnership Ltd,2018-11-01
T/A: E T Tomlinson & Son,2018-11-01
A J & L A Duthie & Son,2018-11-01
W N Waters & Sons,2018-11-01
T/A: The Suffolk Goat Cheese Company,2018-11-01
T/A: D & P Tiffin and Sons,2018-11-02
"T/A: JK, CM Davies & Sons",2018-11-02
R F & B A LARCOMBE,2018-11-02
HUTTON BROTHERS,2018-11-02
"G, S & A SHEARD",2018-11-02
G J CARTER,2018-11-02
J & D M GRAHAM,2018-11-02
MESSRS LITTLETON,2018-11-02
EMYR LLOYD JONES,2018-11-02
THOMAS - GELLIGATROG,2018-11-02
EDWARDS BROTHERS,2018-11-02
J SMITHSON,2018-11-05
D W & S C GILLBARD,2018-11-05
T/A: J & C Vanstone,2018-11-05
T/A: Devon Agricultural Contracting,2018-11-05
T/A: Bonsalls Mercaston,2018-11-05
R & C BOWMAN,2018-11-05
B & E A Phillips & Son,2018-11-06
T/A: CRT PIERREPONT FARM,2018-11-06
D & P THOMPSON,2018-11-06
C Long & Son,2018-11-06
Alex Heffron and Sam Heffron,2018-11-06
T/A: Chase Farming Partnership,2018-11-06
T/A: Mr & Mrs C J Bryant & Son,2018-11-06
"W G, S & J R Axford",2018-11-06
D C BARTLETT,2018-11-06
M/S G F & D V BUSSELL,2018-11-06
P C & MRS C G COX,2018-11-06
TURNSTONE FARMING CO LTD,2018-11-06
T/A: Edgar and Son,2018-11-06
T/A: W S BURROW & SON,2018-11-06
T/A: Parker's Agriculture,2018-11-06
"J R, P M & D W Treleaven",2018-11-06
T J & Mrs M Lloyd,2018-11-06
K W JENKINS & SONS,2018-11-06
R & E STAFFORD,2018-11-06
David Rees,2018-11-06
BRIAN HAIGH,2018-11-06
Hungersheath Farm Limited,2018-11-06
T/A: BARNOWL JERSEY STUD,2018-11-06
J R & J E WILLCOX & SON,2018-11-07
I H & F WALKER,2018-11-07
C W GIBSON,2018-11-07
MR A MAYER AND MRS H MAYER,2018-11-07
A & J MYERS & MR S MYERS,2018-11-07
MRS M PATEMAN,2018-11-07
E & G VAUGHAN,2018-11-07
MR D C DENNIS & SON,2018-11-07
M/S G FURNEAUX & SON,2018-11-07
B J & C A ELLIS & SON,2018-11-07
T/A: S. G. Taylor Partnership,2018-11-07
H. Attwell Ltd,2018-11-07
D&P Evans,2018-11-07
PENNARD FARMS LTD,2018-11-07
S G Davies & Sons,2018-11-08
P Kerley Contractor Ltd,2018-11-08
M/s S J W & E M Maynard & Son,2018-11-08
"M W, P R, P J & R J Lemmey",2018-11-08
T/A: Meggy Moo???s,2018-11-08
F H & P J Bailey,2018-11-08
B J & M E BATH,2018-11-08
D W & R J Warren,2018-11-08
MESSRS F P & S K GOODWIN,2018-11-08
MESSRS S J & C S GOODWIN,2018-11-08
Messrs Cotton,2018-11-08
R J Turner & Partners,2018-11-08
CRITCHLOW BROS,2018-11-09
D W & M BAILEY,2018-11-09
"B, RH & C HUGHES",2018-11-09
F M GOODWIN & CO,2018-11-09
J E  & P L DONALDSON,2018-11-09
J HODGSON & PARTNERS,2018-11-09
MR RICHARD LAWSON & SON,2018-11-09
MESSRS THRELKELD LTD,2018-11-09
W D S FARMING,2018-11-09
W C & M E GEORGE & SON,2018-11-09
T/A: Edward Mellor,2018-11-09
T/A: Oldford Farms Limited,2018-11-09
T/A: AGM & Co,2018-11-12
S & S FARMING SERVICES,2018-11-12
"D J A, Mrs M S & R Phillips",2018-11-12
H & A Williams,2018-11-12
Hendy Farms Ltd,2018-11-12
Evans & Daughter,2018-11-12
M/S L R & J A GALLON,2018-11-12
J K NATTRASS & SON,2018-11-12
R G & S M Whittall & Son,2018-11-12
J R WILKINSON & SON,2018-11-12
J A Thomas,2018-11-13
I M & C A Jones,2018-11-13
"D J, M J & P W House",2018-11-13
T/A: N & J MCLINTOCK,2018-11-13
T/A  D A AND J L BENNION,2018-11-13
GREY PARTNERSHIP,2018-11-13
W G & R G RILEY,2018-11-13
W J Watkins & Son Ltd,2018-11-13
M T BRAUNTON,2018-11-13
W J HOBBS & SONS,2018-11-13
B A & O M Parry,2018-11-13
M Morgan & Partners,2018-11-13
G H & C WOOFF,2018-11-13
Gofarm Ltd,2018-11-13
T/A: Brynkinalt Farming Limited,2018-11-14
T/A: J H Jones & Sons,2018-11-14
T/A: Combe Hay Mare's Milk,2018-11-14
R J & M A THELWELL,2018-11-14
DAVID REES FARMS,2018-11-14
A & A M BURROW,2018-11-14
C J DARE & SONS,2018-11-14
Derek Burrough,2018-11-14
M/S R C DYMOND & SONS,2018-11-14
Mr M K J Reed & Son,2018-11-14
DP & SJ BERRY,2018-11-14
THOMAS PARKINSON,2018-11-14
G DAVIES & SONS,2018-11-14
M W HILL,2018-11-14
O & H B PARRY & SONS,2018-11-14
I & L A BUXTON,2018-11-14
M/S J & D ROBERTSHAW & SON,2018-11-14
H.K. Hulme and Son,2018-11-14
J J Peters & Son,2018-11-15
"D J, K P & J N Davies",2018-11-15
T/A: WGK & CA Luke,2018-11-15
P ADAMS & SONS (FARMS) LTD,2018-11-15
J S MADDERS & SONS,2018-11-15
A W & C M BARROW,2018-11-15
S J Palmer,2018-11-15
J A & H E Lutner,2018-11-15
H HALHEAD & SON,2018-11-15
M/S E J & P D WHITE,2018-11-15
K A POOLE & SON,2018-11-15
T/A: A J Kershaw & R J Inman,2018-11-15
T/A: Oldford Farms Limited,2018-11-15
T/A: Riddle Farm Partnership,2018-11-15
P Kerley Contractor Ltd,2018-11-15
T/A: Richard Upton,2018-11-16
North Farm (Pawlett),2018-11-16
LOWER BARTON FARMS LTD,2018-11-16
T/A: Williams Ffordd Las,2018-11-16
MR J T JAMES,2018-11-16
M/S EILBECK & SON,2018-11-16
MESSRS A SUTTON,2018-11-16
S A Ford & Partner,2018-11-16
J T & C L BRIGHT,2018-11-16
G J BRAY & SONS,2018-11-16
WEBBLEY LTD,2018-11-16
J R WESTON,2018-11-16
HINTON FARM LTD,2018-11-16
A F & D M PHILLIPS,2018-11-16
W D Sykes & Partners,2018-11-19
T/A: D A Howie & Sons,2018-11-19
MESSRS M L & J M RICHARDSON & SONS,2018-11-19
R J Metherell,2018-11-19
MR N W FORFITT,2018-11-19
C & A Ley & Son,2018-11-19
R C EAMES & SON,2018-11-19
"G, S A M & M G HOPPER",2018-11-19
J C DAWE & SON,2018-11-19
Dallyn's Dairy Ltd,2018-11-20
A A DAVEY,2018-11-20
A T & C J DARCH & SON,2018-11-20
M G & J PARKER,2018-11-20
P J & M R STUART,2018-11-20
R BROWN & SONS,2018-11-20
R S BETTERIDGE,2018-11-20
P H & R M HOLDEN,2018-11-20
I M & C A Jones,2018-11-20
T/A: J & C Vanstone,2018-11-20
Emma's Dairy,2018-11-20
T/A: Devon Agricultural Contracting,2018-11-20
Tristan B Hocking,2018-11-20
T/A: H S Bourne,2018-11-20
R T & M Roberts,2018-11-21
T/A: Bonsalls Mercaston,2018-11-21
T/A: Sutton Hall Farms,2018-11-21
Hill Farm Dairy,2018-11-21
K J WITHERS,2018-11-21
T/A: CRT PIERREPONT FARM,2018-11-21
A T & P C Beynon & Sons,2018-11-21
D I & C T Davies & Sons,2018-11-21
L & L E & C parkes,2018-11-21
D & E OWEN & SONS,2018-11-21
R S HUGHES & SON,2018-11-21
MR J G BELLIS,2018-11-21
M/S D F PLAISTER & SON,2018-11-21
R L HARES & SONS,2018-11-21
A T & V J  Pratt,2018-11-21
R & B J & A M WOOLLACOTT,2018-11-21
R J V MCNAUGHER,2018-11-21
P C & S G THELWELL,2018-11-21
MESSRS S J & C S GOODWIN,2018-11-22
MESSRS F P & S K GOODWIN,2018-11-22
R J LOWERY,2018-11-22
MESSRS THRELKELD LTD,2018-11-22
J D Hendy & Son,2018-11-22
MR D C DENNIS & SON,2018-11-22
M/S G FURNEAUX & SON,2018-11-22
Raffe Dairy Ltd,2018-11-22
L T FOALE & SON,2018-11-22
F J & G T Hannam & Sons,2018-11-22
PARSONAGE FARM (DORSET) LTD,2018-11-22
David Rees & Son,2018-11-22
T/A: RP Granville & K J Granville,2018-11-22
D L & J M & H L Thomas,2018-11-22
D L & J M & H L Thomas,2018-11-22
S T & T L SMITH,2018-11-22
T/A: P H & D A Winter,2018-11-22
T/A: Polmarkyn Goats,2018-11-22
Halton Farms Ltd,2018-11-23
N & K A TUCKER,2018-11-23
D WYNNE FINCH,2018-11-23
MR S W & MRS N M JONES,2018-11-23
T/A: S. G. Taylor Partnership,2018-11-23
T/A J & G CLARK,2018-11-23
E R J ANGELL AND R J ANGELL,2018-11-23
Mr G M Hookway,2018-11-23
MESSRS GR & R PINGUEY,2018-11-23
C & A CROZIER,2018-11-23
J & S  HAMMOND,2018-11-23
N D GIBBS,2018-11-23
W D Sykes & Partners,2018-11-26
COLGROVE PARTNERSHIP,2018-11-26
J W & R I LEE,2018-11-26
E & D E HORN,2018-11-26
MR J H WHITTON,2018-11-26
MESSRS T H HOLME,2018-11-26
R & C BOWMAN,2018-11-26
MR J S & MRS G M WINTERTON,2018-11-27
PHR FARMS,2018-11-27
E W BODEN & SONS,2018-11-27
HOLLYPARK ORGANICS,2018-11-27
T A & E J HARRISON & SON,2018-11-28
M T  PARTINGTON,2018-11-28
J & M RIDING & SONS,2018-11-28
MESSRS SKELTON,2018-11-28
R H & I L & R E ROBERTS,2018-11-28
E S Willis Farms,2018-11-28
J R KNOWLES & SON,2018-11-28
CAMERON & SONS,2018-11-28
S WOODHOUSE & SON,2018-11-28
Mr G M Hookway,2018-11-28
B H & A E Worth,2018-11-28
MR R J NICHOLSON,2018-11-28
G E Smith,2018-11-28
MESSRS A SUTTON,2018-11-28
J M BRINDLEY & PARTNERS,2018-11-28
Mr William A E Fox,2018-11-28
T/A: Wildcroft Rare Breeds,2018-11-28
T/A: Grass Converters Limited,2018-11-28
T/A: Greenheath Farming Company Limited,2018-11-28
T/A: R C Dymond & Sons,2018-11-29
T/A: Houghton Organic Farm,2018-11-29
S & H Persey Ltd,2018-11-29
Latham Partners,2018-11-29
W N Waters & Sons,2018-11-29
A J & L A Duthie & Son,2018-11-29
J A & S R Payne,2018-11-29
J W & R I LEE,2018-11-29
COLGROVE PARTNERSHIP,2018-11-29
R & B J & A M WOOLLACOTT,2018-11-29
I. R. T. S. Verney,2018-11-29
R H P T COFFIN & SON,2018-11-29
C J DARE & SONS,2018-11-29
A T & V J  Pratt,2018-11-29
K W JENKINS & SONS,2018-11-29
M/S D F PLAISTER & SON,2018-11-29
"W G, G H & M BROOKES",2018-11-30
A W & C M BARROW,2018-11-30
C L HEARD & SON,2018-11-30
R J JAMES & SON,2018-11-30
Mr G S Emmett & Mrs S M Emmett,2018-11-30
W C & M E GEORGE & SON,2018-11-30
F H & P J Bailey,2018-11-30
C R CARDELL,2018-11-30
M T BRAUNTON,2018-11-30
"J T, M A & J P LAKIN",2018-11-30
SIMON BRIAN VAUGHAN,2018-11-30
J & D M GRAHAM,2018-11-30
M/S F R THRELKELD & SON,2018-11-30
MR J T JAMES,2018-11-30
T/A: ARP Contract,2018-11-30
S G & F G Davies,2018-12-01
A T & P C Beynon & Sons,2018-12-03
MESSRS STAMPER,2018-12-03
MR J J GRAVES,2018-12-03
T A WILLS,2018-12-03
J M & S M ADDISON,2018-12-03
T/A: RST & SA Morgan,2018-12-03
Askham Bryan College Company Ltd,2018-12-03
T/A: WDI & G Gibbon,2018-12-03
Beckbury Farm,2018-12-03
Latham Partners,2018-12-03
N & K A TUCKER,2018-12-03
R & C BOWMAN,2018-12-03
C T C Ley Ltd,2018-12-03
"J H, C A & W L Phillips",2018-12-03
K & S Powell,2018-12-04
D R & K J Williams,2018-12-04
W E Dowds Ltd,2018-12-04
A R Edwards & Son,2018-12-04
W C & W R MARTIN,2018-12-04
T G GWENNAP & SON,2018-12-04
"D J A, Mrs M S & R Phillips",2018-12-04
H & A Williams,2018-12-04
W H & E S Williams,2018-12-04
R INMAN & SONS,2018-12-04
J Meddins & Co,2018-12-04
P C MALTBY,2018-12-04
G DAVIES & SONS,2018-12-04
J & D Tilbee,2018-12-05
D W JONES,2018-12-05
R D ROBERTS & SON,2018-12-05
I & H L WILLIAMS,2018-12-05
T M HUGHES,2018-12-05
R P ROBERTS & SONS,2018-12-05
Ireosa Ltd,2018-12-05
T/A: JH & PJ Turner,2018-12-05
Mrs S.M. Darke and Mr Tom Darke,2018-12-05
D Cornish & Sons,2018-12-05
M B DAVEY,2018-12-05
M/S G FURNEAUX & SON,2018-12-05
Maxwell Pillar,2018-12-05
PENNARD FARMS LTD,2018-12-05
REG AS: Garnett Farms Enginneering Limited,2018-12-06
T/A: Pomeroy Rare Breeds Farm,2018-12-06
T/A: J. B. Statton,2018-12-06
C & A Ley & Son,2018-12-06
Dallyn's Dairy Ltd,2018-12-06
DP & SJ BERRY,2018-12-06
THOMAS PARKINSON,2018-12-06
M T BRAUNTON,2018-12-06
MISS B A LAKE,2018-12-06
David C M Andrew & Son,2018-12-06
R G & S M Whittall & Son,2018-12-06
ANDREW R WIGLEY & PTNRS,2018-12-06
C W GIBSON,2018-12-06
Reg as: THE WELBECK ESTATE CO LTD,2018-12-07
Jon Appleby and Joy Appleby,2018-12-07
R C EAMES & SON,2018-12-07
P C & S G THELWELL,2018-12-07
J & J MESSENGER,2018-12-07
M/S J PAISLEY & SONS,2018-12-07
E R J ANGELL AND R J ANGELL,2018-12-07
T/A: MP Crudge & L M Shere,2018-12-07
T/A: The Calf at Foot Dairy,2018-12-07
A & R STEEL,2018-12-10
D Woosnam,2018-12-10
T/A: B J Layton & Co,2018-12-10
I. R. T. S. Verney,2018-12-10
M W BROWN,2018-12-10
RM & MW Squire,2018-12-10
T & S & M OAKES,2018-12-10
J C BAINBRIDGE & SONS,2018-12-10
M & K CHIPPENDALE,2018-12-10
Henry Yates,2018-12-10
Walford & North Shropshire College,2018-12-10
SEYMOUR SMITH & SONS LTD,2018-12-10
A W & J BRANDRETH & SON,2018-12-11
"W G, G H & M BROOKES",2018-12-11
T/A: W DALE & SONS,2018-12-11
C W GIBSON,2018-12-11
R M G & R G SALTER,2018-12-11
P T Bale & Sons,2018-12-11
R P SAINSBURY & SONS LTD,2018-12-11
L A M SMITH & SONS  LIMITED,2018-12-11
MESSRS A JONES & SONS,2018-12-11
D B & MRS D R JONES,2018-12-11
T/A: JH & PJ Turner,2018-12-11
"R J, G M & A J Tucker",2018-12-11
J & S W Murch,2018-12-11
M W & S E WOOLDRIDGE,2018-12-11
M C & L M Pincombe Ltd,2018-12-11
Gofarm Ltd,2018-12-11
C Long & Son,2018-12-11
Christine Page,2018-12-11
"T/A: Michael, Carol, Dorothy & George Cope",2018-12-11
T/A: Bonsalls Mercaston,2018-12-11
T/A: Plainspot Farm,2018-12-12
GREYS MILKING SHEEP CO.,2018-12-12
MONARCH FARMS,2018-12-12
R A & S A REED,2018-12-12
S P & D Buckland,2018-12-12
D H WILLES & SON,2018-12-12
M E & I E VANSTONE & SONS,2018-12-12
M N SHERE,2018-12-12
M/S R C DYMOND & SONS,2018-12-12
S WOODHOUSE & SON,2018-12-12
PHR FARMS,2018-12-12
W G & R G RILEY,2018-12-12
H HALHEAD & SON,2018-12-12
H & C COWGILL & SONS,2018-12-12
MR R J NICHOLSON,2018-12-12
REASEHEATH COLLEGE,2018-12-12
R J & M A THELWELL,2018-12-12
J & A SPIERINGS,2018-12-12
EDWARDS BROTHERS,2018-12-12
E A & H F ROGERS,2018-12-12
Mr T & A Jones,2018-12-12
C R BARNETT,2018-12-12
"I, M & G INGMAN",2018-12-12
A & J MYERS & MR S MYERS,2018-12-12
D J & J KEEDWELL,2018-12-12
M/S ALVIS BROS LTD,2018-12-12
M/S G & N MARSHALL & SONS,2018-12-12
J & D Tilbee,2018-12-12
R Mayer & Sons,2018-12-12
PEMBERTON'S DAIRIES,2018-12-13
J & S W Murch,2018-12-13
Velcourt Limited,2018-12-13
M W; D M; DJ & L J Grigg,2018-12-14
E C Bowen & Partners,2018-12-14
John G George,2018-12-14
Hedden & Sons,2018-12-14
M J Frampton & Sons,2018-12-14
D T & V J PYLE,2018-12-14
E W BODEN & SONS,2018-12-14
LITTLE NEASHAM FARMS,2018-12-14
M C & A ELLIOTT,2018-12-14
R M TODD,2018-12-14
T/A: M & B Humphry,2018-12-14
LE MARCHANT FARMS LTD,2018-12-14
P. I. R. SALES,2018-12-14
EDE & SON,2018-12-14
HW & SW JONES,2018-12-14
R P & G R WILLIAMS,2018-12-14
R & A L POTTER & SON,2018-12-17
H & A Williams,2018-12-17
Davies Penlan,2018-12-17
"W J, A M & D T A Davies",2018-12-17
MR J FINDLAY & MR R J JACKSON,2018-12-17
MR J H WHITTON,2018-12-17
MESSRS A TIFFIN & SON,2018-12-17
H & E M HUNTER & SON,2018-12-17
"C, N, & P PENK",2018-12-17
T/A: W G & G Roberts,2018-12-17
P T & S T Rodenhurst,2018-12-18
A R Edwards & Son,2018-12-18
Price & Co. Farming Ltd,2018-12-18
P J & M R STUART,2018-12-18
PEMBERTON'S DAIRIES,2018-12-18
T G GWENNAP & SON,2018-12-18
D & P ALLEN,2018-12-18
T/A: M & B Humphry,2018-12-19
Walford & North Shropshire College,2018-12-19
Williams PFA,2018-12-19
A E ROSS & SON,2018-12-19
O & H B PARRY & SONS,2018-12-19
WM & WA Jones,2018-12-19
E W & J A ROBERTS & SONS,2018-12-19
T T & M WYNNE & SON,2018-12-19
BELLIS BROTHERS,2018-12-19
F D WRIGHT & SONS,2018-12-19
SIMON BRIAN VAUGHAN,2018-12-19
T/A: L V & D F Dakin & Partners,2018-12-19
W J NADIN & CO,2018-12-19
T/A: JH & PJ Turner,2018-12-19
M W & S E WOOLDRIDGE,2018-12-19
RM & MW Squire,2018-12-19
Dallyn's Dairy Ltd,2018-12-19
T/A: M H Richardson,2018-12-19
B A & O M Parry,2018-12-20
D H WILLES & SON,2018-12-20
M B DAVEY,2018-12-20
LOVETTSWOOD FARM LIMITED,2018-12-20
C R CARDELL,2018-12-20
G J CARTER,2018-12-20
ANDREW R WIGLEY & PTNRS,2018-12-20
R J George & B J George,2018-12-20
Fen Farm Dairy Limited,2018-12-20
PETER THOMAS,2018-12-20
P C & V KENNY FARMING,2018-12-20
BILLOCKBY FARMS LTD,2018-12-20
W G BROWN & SONS,2018-12-21
PETER SHARP & SON,2018-12-21
MR R B ASKEW,2018-12-21
MR R A BOOTH & SONS,2018-12-21
"T/A: J H, A D & G H Morgan",2018-12-21
D & J ARMSTRONG,2018-12-21
"J T, M A & J P LAKIN",2018-12-21
J G VEVERS,2018-12-21
R M TODD,2018-12-21
MESSRS W E & D M HILL & SON,2018-12-21
Ruddle Court Farm,2018-12-21
P T & S T Rodenhurst,2018-12-21
T/A: GOLDEN VALLEY GOATS LTD,2018-12-21
T/A: Houghton Organic Farm,2018-12-21
E D & R E Roberts,2018-12-24
G H Blakeman,2018-12-28
J R Hockenhull & Sons,2018-12-28
T/A: D W & J Smith,2018-12-28
